0 -5.56252 -9.11296
1 9.94816 7.09994
2 7.96382 3.74194
3 9.60372 -2.56685
4 -0.434326 9.66555
5 -0.823193 8.62733
6 -11.6765 -1.42961
7 -3.99792 10.001
8 -3.35048 11.1453
9 10.4555 -2.16895
10 7.03868 3.97364
11 1.49064 -9.93428
12 6.33283 4.48873
13 -5.04564 -7.58839
14 6.69729 -8.74607
15 -10.0196 3.3179
16 -6.54973 -8.58883
17 -12.229 2.09626
18 5.84166 5.26177
19 -7.28924 1.15109
20 -2.38578 7.94302
21 -7.59305 2.04649
22 5.68722 6.07019
23 6.25526 7.35452
24 -12.3844 -0.544748
25 4.25847 -6.46569
26 3.82068 -11.814
27 8.5897 8.13967
28 -11.3209 2.95979
29 -1.07327 11.1233
30 -6.35681 -7.55911
31 6.61236 -9.91863
32 -1.53941 8.08087
33 3.36549 -6.54862
34 2.56542 -6.90893
35 -8.34543 2.76177
36 -8.20084 -1.41193
37 1.40897 -8.54815
38 9.87416 4.74125
39 1.79007 -7.71398
40 -10.451 -1.99069
41 -2.22319 11.5431
42 -7.5174 -0.396749
43 5.25944 -6.73304
44 8.93386 3.93866
45 6.13411 -7.45868
46 -12.6545 0.883422
47 10.0841 -1.2798
48 5.48181 -11.3983
49 -15.7603 2.1233
50 -2.21974 14.3818
51 4.69972 -9.69486
52 -6.09898 -1.52412
53 0.144491 -1.57062
54 9.47794 10.4576
55 -7.42462 -10.5856
56 -3.75103 -10.275
57 -5.82692 -13.0416
58 -5.63662 -11.1668
59 -4.09575 -6.1464
60 -3.95336 -12.2094
61 -0.300896 6.21334
62 -14.4872 3.81413
63 -1.55112 5.84523
64 -4.74809 13.5923
65 -7.70307 -12.4038
66 8.64124 -7.2878
67 5.81632 -4.93454
68 0.357686 13.4194
69 12.8971 -3.40172
70 -8.51167 -6.83518
71 2.48346 5.61937
72 -2.89148 6.00029
73 -0.190217 4.88313
74 -10.4578 5.78491
75 -6.25052 11.2697
76 -14.0621 -3.57435
77 -9.26424 -8.85894
78 -2.63598 4.71657
79 -15.2248 -1.57227
80 -1.81896 -6.7832
81 -12.8829 5.34017
82 -9.56315 -10.6666
83 7.64725 -2.42544
84 -12.2548 -2.803
85 -1.38546 4.36767
86 6.03702 -1.37407
87 12.0886 8.5241
88 1.8271 -1.82159
89 4.23374 -14.3334
90 -15.2867 0.49726
91 -3.66664 2.7452
92 0.227072 -6.94579
93 0.874776 1.93638
94 -0.865271 2.39024
95 -3.33353 -4.40515
96 7.7673 -0.462268
97 9.48979 1.3813
98 12.8129 -0.776833
99 12.4861 5.05107
