0 -6.64636 -8.64463
1 8.96404 7.45131
2 7.61 3.67721
3 9.64561 -2.60446
4 0.368749 9.30135
5 -0.185584 8.52555
6 -9.21278 3.88095
7 -2.90077 10.7076
8 -2.06208 11.5281
9 10.4129 -2.24514
10 6.88125 4.15678
11 1.19986 -8.7574
12 -5.20087 -8.03376
13 6.48866 -9.02045
14 -12.1769 -0.113003
15 -6.84345 -7.45599
16 -12.1619 2.74846
17 6.3885 4.91598
18 -7.25437 1.76398
19 -1.43653 8.12549
20 -7.49085 2.52529
21 6.26639 5.59277
22 6.5165 6.43966
23 -12.5687 0.992461
24 3.09455 -6.66576
25 5.01763 -11.63
26 10.1016 6.46244
27 -11.4815 3.46804
28 -0.00885398 11.1374
29 -5.70035 -8.73894
30 6.26568 -8.15043
31 -0.773602 8.20764
32 3.78606 -6.56677
33 2.41658 -6.9694
34 -7.26369 0.974714
35 -7.99523 -0.57759
36 1.50088 -7.89792
37 9.42479 3.88604
38 3.30599 -11.8581
39 -12.526 1.85494
40 -1.00017 11.6706
41 -10.5039 3.90978
42 4.76497 -6.72797
43 8.41276 3.55116
44 5.51608 -7.1678
45 -11.1641 -1.05581
46 10.1754 -1.38763
47 6.04767 -10.7146
48 -11.4774 -3.03797
49 -0.60053 14.5309
50 4.27051 -9.53017
51 -11.4874 6.61662
52 -3.44237 -9.48352
53 12.3987 7.67696
54 -6.4855 -12.6247
55 -6.71841 -10.8579
56 -8.4006 -12.177
57 -8.33119 -9.92409
58 -4.46744 -5.60694
59 -9.99959 -9.16368
60 -1.01273 5.87261
61 -15.0926 4.1133
62 -1.08743 4.43191
63 -3.14486 14.1778
64 -9.94776 -11.0875
65 8.37443 -6.74098
66 2.30775 -4.70086
67 1.73038 13.2227
68 12.8396 -3.55139
69 -4.49384 -11.4523
70 2.8168 5.39249
71 -2.30353 6.2172
72 -2.31261 4.88923
73 -14.8641 -1.32326
74 -5.0097 12.2196
75 -9.03779 6.27579
76 -9.47046 -7.24056
77 0.198012 4.75083
78 -16.0968 0.779114
79 -1.70192 -5.84354
80 -13.5256 5.71809
81 -8.04476 -5.92147
82 7.14831 -2.62457
83 -14.3569 1.6751
84 0.279232 6.08793
85 5.65491 -1.32122
86 10.0094 9.73542
87 1.77779 -1.71029
88 6.41448 -13.9238
89 -13.3942 -2.99809
90 -3.04199 2.22016
91 3.02413 -14.3406
92 0.889099 1.79632
93 -0.620996 2.49397
94 -3.25726 -3.80983
95 7.50047 -0.905036
96 9.36827 1.24643
97 12.8995 -0.916977
98 12.0848 4.05487
